Images -> gris
f=tf.Variable(initial_value=tf.range(-10,10,20/576,dtype=tf.float32),trainable=False)
f fixé
pas de distored_inputs


EVALUATION


2018-02-02 11:25:28.104005: precision @ 1 = 0.101
2018-02-02 11:26:14.646423: precision @ 1 = 0.122
2018-02-02 11:27:04.881118: precision @ 1 = 0.129
2018-02-02 11:27:49.401741: precision @ 1 = 0.135
2018-02-02 11:28:40.639789: precision @ 1 = 0.132
2018-02-02 11:29:30.716066: precision @ 1 = 0.133
2018-02-02 11:30:15.253860: precision @ 1 = 0.135
2018-02-02 11:31:06.368076: precision @ 1 = 0.135
2018-02-02 11:31:51.813113: precision @ 1 = 0.134
2018-02-02 11:32:40.729689: precision @ 1 = 0.133
2018-02-02 11:33:30.475857: precision @ 1 = 0.133
2018-02-02 11:34:15.867169: precision @ 1 = 0.131
2018-02-02 11:35:06.011140: precision @ 1 = 0.135
2018-02-02 11:35:51.234641: precision @ 1 = 0.132
2018-02-02 11:36:40.521387: precision @ 1 = 0.132
2018-02-02 11:37:29.395847: precision @ 1 = 0.130
2018-02-02 11:38:15.128089: precision @ 1 = 0.132
2018-02-02 11:39:05.709701: precision @ 1 = 0.133
2018-02-02 11:39:52.136027: precision @ 1 = 0.131
2018-02-02 11:40:42.128083: precision @ 1 = 0.133


LOSS (Train)



2018-02-02 11:25:11.293731: step 0, loss = 2.58 (2650.9 examples/sec; 0.048 sec/batch)
2018-02-02 11:27:27.799498: step 8900, loss = 117.89 (10368.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:27:29.002751: step 9000, loss = 100.71 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:27:30.174751: step 9100, loss = 111.21 (10921.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:27:31.393632: step 9200, loss = 122.80 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:27:32.596884: step 9300, loss = 111.59 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:27:33.815764: step 9400, loss = 124.04 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:27:35.034644: step 9500, loss = 105.51 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:27:36.253525: step 9600, loss = 113.91 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:27:38.410004: step 9700, loss = 106.17 (5935.6 examples/sec; 0.022 sec/batch)
2018-02-02 11:27:46.510808: step 9800, loss = 108.86 (1580.1 examples/sec; 0.081 sec/batch)
2018-02-02 11:27:48.714167: step 9900, loss = 111.28 (5809.3 examples/sec; 0.022 sec/batch)
2018-02-02 11:27:50.245581: step 10000, loss = 115.02 (8358.3 examples/sec; 0.015 sec/batch)
2018-02-02 11:27:51.451396: step 10100, loss = 126.98 (10615.2 examples/sec; 0.012 sec/batch)
2018-02-02 11:27:52.654650: step 10200, loss = 112.74 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:27:53.857903: step 10300, loss = 119.75 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:27:55.045529: step 10400, loss = 111.17 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:27:56.263009: step 10500, loss = 114.67 (10513.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:27:57.466262: step 10600, loss = 105.09 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:27:58.669516: step 10700, loss = 113.17 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:27:59.872768: step 10800, loss = 102.35 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:01.066681: step 10900, loss = 129.88 (10721.1 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:02.269933: step 11000, loss = 130.23 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:03.458491: step 11100, loss = 121.65 (10769.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:04.661743: step 11200, loss = 126.94 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:05.864996: step 11300, loss = 128.34 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:07.068250: step 11400, loss = 114.03 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:08.287130: step 11500, loss = 103.08 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:09.492286: step 11600, loss = 102.60 (10621.0 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:11.289353: step 11700, loss = 111.52 (7122.7 examples/sec; 0.018 sec/batch)
2018-02-02 11:28:12.492607: step 11800, loss = 106.07 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:13.711485: step 11900, loss = 115.83 (10501.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:14.914739: step 12000, loss = 107.99 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:16.117993: step 12100, loss = 120.11 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:17.336873: step 12200, loss = 111.46 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:18.540125: step 12300, loss = 126.23 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:19.759006: step 12400, loss = 128.90 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:20.991623: step 12500, loss = 110.90 (10384.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:22.716048: step 12600, loss = 110.57 (7422.8 examples/sec; 0.017 sec/batch)
2018-02-02 11:28:24.872528: step 12700, loss = 123.23 (5935.6 examples/sec; 0.022 sec/batch)
2018-02-02 11:28:26.888322: step 12800, loss = 122.70 (6349.9 examples/sec; 0.020 sec/batch)
2018-02-02 11:28:28.935415: step 12900, loss = 116.45 (6252.8 examples/sec; 0.020 sec/batch)
2018-02-02 11:28:31.185655: step 13000, loss = 116.10 (5688.3 examples/sec; 0.023 sec/batch)
2018-02-02 11:28:33.545282: step 13100, loss = 113.06 (5424.6 examples/sec; 0.024 sec/batch)
2018-02-02 11:28:35.561122: step 13200, loss = 113.29 (6349.7 examples/sec; 0.020 sec/batch)
2018-02-02 11:28:37.639469: step 13300, loss = 120.00 (6158.7 examples/sec; 0.021 sec/batch)
2018-02-02 11:28:39.842828: step 13400, loss = 113.23 (5809.3 examples/sec; 0.022 sec/batch)
2018-02-02 11:28:42.249335: step 13500, loss = 112.31 (5318.9 examples/sec; 0.024 sec/batch)
2018-02-02 11:28:43.446473: step 13600, loss = 114.13 (10692.2 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:44.665353: step 13700, loss = 113.10 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:45.852980: step 13800, loss = 109.02 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:47.056233: step 13900, loss = 110.40 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:48.243860: step 14000, loss = 128.37 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:49.558414: step 14100, loss = 106.19 (9737.1 examples/sec; 0.013 sec/batch)
2018-02-02 11:28:50.871054: step 14200, loss = 110.89 (9751.3 examples/sec; 0.013 sec/batch)
2018-02-02 11:28:52.105561: step 14300, loss = 118.63 (10368.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:53.371321: step 14400, loss = 118.37 (10112.5 examples/sec; 0.013 sec/batch)
2018-02-02 11:28:54.574573: step 14500, loss = 117.47 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:55.777828: step 14600, loss = 111.72 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:56.988439: step 14700, loss = 125.87 (10573.2 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:58.199942: step 14800, loss = 117.34 (10565.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:28:59.410795: step 14900, loss = 124.41 (10571.1 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:00.629676: step 15000, loss = 131.53 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:01.817302: step 15100, loss = 115.68 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:03.026567: step 15200, loss = 124.97 (10584.9 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:04.229820: step 15300, loss = 114.04 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:05.433073: step 15400, loss = 104.79 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:06.636327: step 15500, loss = 114.30 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:07.839580: step 15600, loss = 113.30 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:09.058460: step 15700, loss = 103.97 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:10.902617: step 15800, loss = 134.79 (6940.8 examples/sec; 0.018 sec/batch)
2018-02-02 11:29:12.137123: step 15900, loss = 107.68 (10368.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:14.449869: step 16000, loss = 112.05 (5534.5 examples/sec; 0.023 sec/batch)
2018-02-02 11:29:16.512589: step 16100, loss = 114.24 (6205.4 examples/sec; 0.021 sec/batch)
2018-02-02 11:29:18.700324: step 16200, loss = 103.10 (5850.8 examples/sec; 0.022 sec/batch)
2018-02-02 11:29:20.997442: step 16300, loss = 113.58 (5572.2 examples/sec; 0.023 sec/batch)
2018-02-02 11:29:23.216447: step 16400, loss = 119.52 (5768.4 examples/sec; 0.022 sec/batch)
2018-02-02 11:29:25.435435: step 16500, loss = 125.99 (5768.4 examples/sec; 0.022 sec/batch)
2018-02-02 11:29:27.514464: step 16600, loss = 114.78 (6156.7 examples/sec; 0.021 sec/batch)
2018-02-02 11:29:30.153505: step 16700, loss = 114.17 (4850.2 examples/sec; 0.026 sec/batch)
2018-02-02 11:29:31.622412: step 16800, loss = 121.32 (8714.0 examples/sec; 0.015 sec/batch)
2018-02-02 11:29:32.841293: step 16900, loss = 123.20 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:34.044546: step 17000, loss = 115.02 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:35.247799: step 17100, loss = 115.50 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:36.451052: step 17200, loss = 105.87 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:37.664245: step 17300, loss = 110.56 (10550.7 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:38.867499: step 17400, loss = 124.01 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:40.633312: step 17500, loss = 117.00 (7248.8 examples/sec; 0.018 sec/batch)
2018-02-02 11:29:41.831724: step 17600, loss = 117.79 (10680.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:43.014103: step 17700, loss = 105.18 (10825.6 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:44.217357: step 17800, loss = 105.59 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:45.436237: step 17900, loss = 109.55 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:46.655117: step 18000, loss = 110.14 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:47.842744: step 18100, loss = 118.52 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:49.065053: step 18200, loss = 110.33 (10472.0 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:50.268307: step 18300, loss = 119.71 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:51.487186: step 18400, loss = 120.74 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:52.690440: step 18500, loss = 117.18 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:53.893693: step 18600, loss = 109.95 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:55.096947: step 18700, loss = 104.91 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:56.300200: step 18800, loss = 109.81 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:57.503453: step 18900, loss = 128.41 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:58.717604: step 19000, loss = 115.46 (10542.3 examples/sec; 0.012 sec/batch)
2018-02-02 11:29:59.920858: step 19100, loss = 113.63 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:01.139737: step 19200, loss = 113.87 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:02.499257: step 19300, loss = 131.45 (9415.1 examples/sec; 0.014 sec/batch)
2018-02-02 11:30:04.978964: step 19400, loss = 112.79 (5161.9 examples/sec; 0.025 sec/batch)
2018-02-02 11:30:07.314784: step 19500, loss = 119.74 (5479.9 examples/sec; 0.023 sec/batch)
2018-02-02 11:30:09.831106: step 19600, loss = 112.96 (5086.8 examples/sec; 0.025 sec/batch)
2018-02-02 11:30:16.343611: step 19700, loss = 118.60 (1965.4 examples/sec; 0.065 sec/batch)
2018-02-02 11:30:17.573925: step 19800, loss = 102.02 (10403.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:18.808431: step 19900, loss = 120.71 (10368.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:20.038855: step 20000, loss = 114.19 (10402.9 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:21.257735: step 20100, loss = 126.18 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:22.507868: step 20200, loss = 122.06 (10238.9 examples/sec; 0.013 sec/batch)
2018-02-02 11:30:23.716545: step 20300, loss = 114.51 (10590.1 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:24.951051: step 20400, loss = 105.32 (10368.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:26.133695: step 20500, loss = 122.05 (10823.2 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:27.336948: step 20600, loss = 132.35 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:28.555996: step 20700, loss = 124.39 (10500.0 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:29.753540: step 20800, loss = 105.80 (10688.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:30.956793: step 20900, loss = 116.11 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:32.144419: step 21000, loss = 119.52 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:33.363299: step 21100, loss = 105.40 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:34.566553: step 21200, loss = 98.34 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:35.769806: step 21300, loss = 115.87 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:36.988686: step 21400, loss = 111.29 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:38.176313: step 21500, loss = 130.37 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:39.379567: step 21600, loss = 109.42 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:41.207886: step 21700, loss = 123.89 (7001.0 examples/sec; 0.018 sec/batch)
2018-02-02 11:30:42.411140: step 21800, loss = 118.27 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:43.614488: step 21900, loss = 109.56 (10637.0 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:44.802115: step 22000, loss = 121.26 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:46.020994: step 22100, loss = 109.75 (10501.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:30:47.568035: step 22200, loss = 111.80 (8273.9 examples/sec; 0.015 sec/batch)
2018-02-02 11:30:49.607721: step 22300, loss = 105.73 (6275.5 examples/sec; 0.020 sec/batch)
2018-02-02 11:30:51.873586: step 22400, loss = 118.83 (5649.1 examples/sec; 0.023 sec/batch)
2018-02-02 11:30:53.967560: step 22500, loss = 123.80 (6112.8 examples/sec; 0.021 sec/batch)
2018-02-02 11:30:56.074662: step 22600, loss = 105.68 (6074.7 examples/sec; 0.021 sec/batch)
2018-02-02 11:30:58.293647: step 22700, loss = 120.56 (5768.4 examples/sec; 0.022 sec/batch)
2018-02-02 11:31:00.486398: step 22800, loss = 117.94 (5837.4 examples/sec; 0.022 sec/batch)
2018-02-02 11:31:02.736639: step 22900, loss = 114.51 (5688.3 examples/sec; 0.023 sec/batch)
2018-02-02 11:31:04.727276: step 23000, loss = 110.54 (6430.1 examples/sec; 0.020 sec/batch)
2018-02-02 11:31:06.680610: step 23100, loss = 121.30 (6552.9 examples/sec; 0.020 sec/batch)
2018-02-02 11:31:07.899490: step 23200, loss = 125.90 (10501.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:09.087117: step 23300, loss = 121.09 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:10.868557: step 23400, loss = 119.94 (7185.2 examples/sec; 0.018 sec/batch)
2018-02-02 11:31:12.056183: step 23500, loss = 115.75 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:13.259436: step 23600, loss = 118.24 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:14.462703: step 23700, loss = 117.49 (10637.7 examples/sec; 0.012 sec/batch)
